tconst	 titleType	 primaryTitle	 isAdult	 startYear	 endYear	 runtimeMinutes	 genres	 region	 language	IMDB rating
tt0094238	movie	Valhalla	0	1986	\N	76	"Adventure,Animation,Family"	\N	\N	7.3
tt0078122	movie	Préparez vos mouchoirs	0	1978	\N	108	"Comedy,Drama,Romance"	BR	\N	6.9
tt0616913	tvEpisode	Man Up	0	2005	\N	\N	"Crime,Drama,Mystery"	\N	\N	\N
tt0081746	short	Werner Herzog Eats His Shoe	0	1980	\N	20	"Documentary,Short"	US	\N	7.2
tt0005704	short	The Man in Possession	0	1915	\N	\N	"Comedy,Short"	GB	\N	\N
tt0204504	movie	Nora-neko rokku: Onna banchô	0	1970	\N	80	"Action,Crime,Drama"	XWW	en	6.2
tt0105226	movie	Red Rock West	0	1993	\N	98	"Crime,Drama,Thriller"	TR	tr	7
tt0119346	movie	I Married a Strange Person!	0	1997	\N	75	"Animation,Comedy,Drama"	US	\N	7
tt3431998	movie	Daughters of Dolma	0	2013	\N	67	"Documentary,News"	HU	\N	7.5
tt2565938	video	The Legend of Mor'du	0	2012	\N	7	"Animation,Family,Short"	\N	\N	6.2
tt0829193	movie	Honeydripper	0	2007	\N	124	"Crime,Drama,History"	UY	\N	6.6
tt0081874	tvSeries	The Hitchhiker's Guide to the Galaxy	0	1981	1981	152	"Adventure,Comedy,Sci-Fi"	FI	\N	8
tt0102593	movie	One Good Cop	0	1991	\N	114	"Action,Crime,Drama"	BR	\N	5.9
tt0390245	movie	Matti	0	2006	\N	135	"Biography,Comedy,Drama"	\N	\N	5.9
tt0313550	movie	Saenghwalui balgyeon	0	2002	\N	115	Drama	ES	\N	7.3
tt0046159	movie	"Pane, amore e fantasia"	0	1953	\N	93	"Comedy,Romance"	HU	\N	7
tt0795421	movie	Mamma Mia!	0	2008	\N	108	"Comedy,Musical,Romance"	HR	\N	6.4
tt0106545	movie	Chao ji xue xiao ba wang	0	1993	\N	95	"Action,Comedy,Sci-Fi"	HK	en	5.9
tt0475060	tvMovie	Affluenza	0	1997	\N	56	Documentary	US	\N	7.6
tt1071875	movie	Ghost Rider: Spirit of Vengeance	0	2011	\N	96	"Action,Fantasy,Thriller"	FR	\N	4.3
tt0046757	movie	Beachhead	0	1954	\N	90	"Drama,War"	GR	\N	5.8
tt3360294	tvEpisode	Miehen tie	0	1998	\N	\N	Drama	\N	\N	\N
tt0892074	video	Living Death	0	2006	\N	85	"Drama,Horror,Thriller"	\N	\N	4.2
tt1192624	movie	Punching the Clown	0	2009	\N	91	Comedy	US	\N	7.2
tt1048174	movie	The World Unseen	0	2007	\N	93	"Drama,Romance"	HU	\N	6.6
tt0046353	movie	Split Second	0	1953	\N	85	"Crime,Drama,Film-Noir"	AT	\N	6.9
tt5265416	tvEpisode	Rudolph the Red-Nosed Reindeer: The Movie	0	2015	\N	28	Comedy	\N	\N	9.5
tt1859446	movie	Alpeis	0	2011	\N	93	Drama	RS	\N	6.4
tt0112819	movie	Dead Presidents	0	1995	\N	119	"Action,Crime,Drama"	MX	\N	6.9
tt4007502	short	Frozen Fever	0	2015	\N	8	"Adventure,Animation,Comedy"	HU	\N	6.9
tt0948535	movie	Faubourg 36	0	2008	\N	120	"Drama,Music,Musical"	DE	\N	6.5
tt0113973	movie	Nico Icon	0	1995	\N	70	"Biography,Documentary,Music"	DE	\N	7.2
tt0374563	movie	Captivity	0	2007	\N	96	"Crime,Drama,Horror"	GR	\N	4.7
tt0168172	movie	Simon Sez	0	1999	\N	85	"Action,Comedy"	FR	\N	2.5
tt0072351	movie	Uptown Saturday Night	0	1974	\N	104	"Action,Comedy,Crime"	BG	bg	6.8
tt0053221	movie	Rio Bravo	0	1959	\N	141	"Action,Drama,Western"	GB	\N	8
tt4385888	movie	20th Century Women	0	2016	\N	119	"Comedy,Drama"	\N	\N	7.3
tt0035567	movie	Woman of the Year	0	1942	\N	114	"Comedy,Drama,Romance"	BR	\N	7.2
tt0038260	movie	Wonder Man	0	1945	\N	98	"Comedy,Fantasy,Musical"	SUHH	ru	7
tt0150216	movie	Cradle Will Rock	0	1999	\N	132	Drama	\N	\N	6.8
tt0080711	movie	Fade to Black	0	1980	\N	102	"Comedy,Crime,Horror"	SUHH	ru	5.9
tt0031047	movie	Another Thin Man	0	1939	\N	103	"Comedy,Crime,Mystery"	MX	\N	7.5
tt0112604	movie	Butterfly Kiss	0	1995	\N	88	"Comedy,Drama,Romance"	\N	\N	6.3
tt0078935	movie	Cannibal Holocaust	0	1980	\N	95	"Adventure,Horror"	GR	\N	5.9
tt0110623	movie	Naked in New York	0	1993	\N	95	"Comedy,Romance"	SE	\N	5.6
tt0046617	tvSeries	Lassie	0	1954	1974	30	"Adventure,Drama,Family"	US	\N	6.6
tt0189630	movie	Kadosh	0	1999	\N	110	Drama	PL	\N	6.8
tt0011999	short	Bright Eyes	0	1921	\N	20	"Comedy,Short"	US	\N	6.3
tt0021538	movie	Der Weg nach Rio	0	1931	\N	82	"Crime,Drama"	XWW	en	7.2
tt0013201	movie	Grandma's Boy	0	1922	\N	60	"Comedy,Family"	IT	\N	7
tt0310775	movie	Boksuneun naui geot	0	2002	\N	129	"Action,Drama,Thriller"	PL	\N	7.6
tt0070224	movie	L'invitation	0	1973	\N	100	"Comedy,Drama"	IT	\N	7
tt0073046	short	Girl	0	1975	\N	30	"Documentary,Short"	GB	\N	5.2
tt0095705	movie	The Naked Gun: From the Files of Police Squad!	0	1988	\N	85	"Comedy,Crime"	NO	\N	7.6
tt2274356	tvSpecial	Jim Jefferies: Fully Functional	0	2012	\N	61	"Comedy,Documentary"	US	\N	8.1
tt1059898	tvMovie	Brooklyn Dodgers: The Ghosts of Flatbush	0	2007	\N	120	"Documentary,Sport"	US	\N	8.5
tt0452623	movie	Gone Baby Gone	0	2007	\N	114	"Crime,Drama,Mystery"	PL	\N	7.6
tt3141912	movie	Gun Woman	0	2014	\N	86	"Action,Thriller"	RU	\N	4.7
tt0066102	movie	Move	0	1970	\N	90	"Comedy,Fantasy"	ES	\N	5.1
tt1673430	video	Superman/Batman: Apocalypse	0	2010	\N	78	"Action,Adventure,Animation"	PT	\N	7.1
tt0280870	movie	Liberty Stands Still	0	2002	\N	96	"Action,Drama,Thriller"	RS	\N	5.7
tt2144017	movie	Belyie gory	0	1965	\N	63	Drama	XWW	en	7.2
tt0103959	movie	Chrome Hearts	0	1989	\N	86	"Comedy,Horror"	DE	\N	4
tt0026614	movie	Lawless Range	0	1935	\N	53	Western	DE	\N	5.1
tt0004716	short	Too Many Husbands	0	1914	\N	20	"Comedy,Short"	US	\N	\N
tt0095483	movie	Pembalasan ratu pantai selatan	0	1989	\N	82	"Action,Horror"	US	\N	5.6
tt0465696	short	Asphalte	0	2005	\N	17	Short	FR	\N	\N
tt0014690	movie	Babbitt	0	1924	\N	80	Drama	US	\N	\N
tt0210685	movie	Flow	0	1996	\N	80	Drama	CA	\N	4.7
tt0125879	movie	Lulu on the Bridge	0	1998	\N	103	"Drama,Music,Mystery"	\N	\N	6.2
tt2195548	movie	Prince Avalanche	0	2013	\N	94	"Comedy,Drama"	\N	\N	6.4
tt10584158	short	Footnote	0	2019	\N	\N	"Comedy,Horror,Short"	\N	\N	\N
tt0387658	video	Bionicle 2: Legends of Metru Nui	0	2004	\N	75	"Action,Adventure,Animation"	US	\N	6
tt0025720	movie	Riptide	0	1934	\N	92	"Drama,Romance"	ES	\N	6.4
tt0480239	movie	Atlas Shrugged: Part I	0	2011	\N	97	"Drama,Mystery,Sci-Fi"	PL	\N	5.7
tt0014385	short	The Puzzle	0	1923	\N	\N	"Animation,Comedy,Short"	US	\N	6.9
tt11261256	tvEpisode	Dragonheart	0	2019	\N	\N	Comedy	\N	\N	\N
tt1205551	movie	Seoyang-goldong-yanggwajajeom Aentikeu	0	2008	\N	107	"Comedy,Drama,Romance"	XWW	en	7
tt0057688	movie	Wives and Lovers	0	1963	\N	103	Comedy	US	\N	6
tt0078412	movie	Train Ride to Hollywood	0	1975	\N	89	"Comedy,Fantasy,Musical"	US	\N	4.3
tt0120828	movie	Six Days Seven Nights	0	1998	\N	98	"Action,Adventure,Comedy"	RO	\N	5.8
tt0355295	movie	The Brothers Grimm	0	2005	\N	118	"Action,Adventure,Comedy"	SE	\N	5.9
tt0095524	movie	Lifted	0	1988	\N	\N	\N	US	\N	5.8
tt2450264	movie	TINY: A Story About Living Small	0	2013	\N	66	Documentary	\N	\N	6.6
tt0469263	movie	The Astronaut Farmer	0	2006	\N	104	"Adventure,Drama,Sci-Fi"	DE	\N	6.3
tt0370986	movie	Mysterious Skin	0	2004	\N	105	Drama	GR	\N	7.6
tt0034172	movie	Shadow of the Thin Man	0	1941	\N	97	"Comedy,Crime,Mystery"	DK	\N	7.3
tt0218433	movie	Me & Isaac Newton	0	1999	\N	\N	Documentary	US	\N	6.5
tt0077913	movie	Marsieh	0	1978	\N	106	Drama	\N	\N	7.6
tt0063958	tvSeries	To Rome with Love	0	1969	1971	30	"Comedy,Romance"	\N	\N	7.3
tt0094812	movie	Bull Durham	0	1988	\N	108	"Comedy,Romance,Sport"	GR	\N	7.1
tt0104109	movie	Dingo	0	1991	\N	109	"Drama,Music"	\N	\N	6.9
tt0806686	movie	Yella	0	2007	\N	89	"Drama,Horror,Romance"	RU	\N	6.6
tt0080383	short	Arrival	0	1980	\N	\N	"Documentary,Short"	IN	\N	6.9
tt0097261	movie	Eat a Bowl of Tea	0	1989	\N	102	"Comedy,Drama,Romance"	SE	\N	6.2
tt0051226	movie	Zombies of Mora Tau	0	1957	\N	70	"Action,Adventure,Fantasy"	US	\N	5.2
tt0042200	movie	Annie Get Your Gun	0	1950	\N	107	"Biography,Comedy,Musical"	FR	\N	6.9
tt10703844	tvEpisode	Land Ho!	0	2020	\N	\N	"Animation,Comedy,Drama"	\N	\N	\N
tt0287471	movie	Hatuna Meuheret	0	2001	\N	102	"Comedy,Drama,Romance"	AR	\N	7.1
tt0109447	movie	Clifford	0	1994	\N	90	Comedy	RU	\N	5.5
tt0813140	videoGame	Les visiteurs	0	1998	\N	\N	Comedy	FR	\N	7.7
tt0046899	movie	Demetrius and the Gladiators	0	1954	\N	101	"Action,Drama,History"	GR	\N	6.6
tt0106761	movie	Double Dragon	0	1994	\N	96	"Action,Adventure,Comedy"	\N	\N	3.7
tt0284674	movie	Pauly Shore Is Dead	0	2003	\N	82	Comedy	US	\N	4.4
tt0071052	tvSeries	Sidestreet	0	1975	\N	60	Mystery	CA	\N	7.1
tt0032155	movie	Young Mr. Lincoln	0	1939	\N	100	"Biography,Drama,History"	TR	tr	7.6
tt0035100	movie	My Favorite Blonde	0	1942	\N	78	Comedy	XWG	\N	7.2
tt0089686	movie	A Nightmare on Elm Street Part 2: Freddy's Revenge	0	1985	\N	87	Horror	AR	\N	5.5
tt0080176	movie	Zmory	0	1979	\N	100	Drama	XWG	\N	6.8
tt0030722	movie	Le schpountz	0	1938	\N	160	Comedy	BG	bg	7.4
tt0337573	movie	Antikörper	0	2005	\N	127	"Crime,Drama,Horror"	RU	\N	7
tt0103727	movie	At Sea	0	1992	\N	\N	Documentary	CA	\N	\N
tt0043643	movie	His Kind of Woman	0	1951	\N	120	"Action,Crime,Film-Noir"	RO	\N	7.1
tt1216516	video	Tinker Bell and the Lost Treasure	0	2009	\N	81	"Adventure,Animation,Family"	\N	\N	6.7
tt0329926	tvSeries	Shooting Gallery	0	1995	\N	55	\N	GB	\N	7.7
tt0085066	tvSeries	Now and Then	0	1983	1984	30	Comedy	GB	\N	7.8
tt0226872	movie	Joshû 701-gô: Sasori	0	1972	\N	87	"Crime,Drama,Thriller"	IT	\N	7.3
tt0116771	movie	Killers	0	1997	\N	83	"Action,Horror,Thriller"	\N	\N	2
tt0140508	movie	Resurrection Man	0	1998	\N	102	"Crime,Drama,Thriller"	TR	tr	5.4
tt0394027	tvEpisode	Change of Address	0	1964	\N	48	"Crime,Drama,Mystery"	US	\N	7.6
tt0046187	movie	Pickup on South Street	0	1953	\N	80	"Crime,Film-Noir,Thriller"	FR	\N	7.7
tt0077928	movie	Midnight Express	0	1978	\N	121	"Biography,Crime,Drama"	PL	\N	7.6
tt0105410	video	"Silent Night, Deadly Night 5: The Toy Maker"	0	1991	\N	90	"Horror,Sci-Fi"	RU	\N	4.3
tt0017448	movie	Herr Tartüff	0	1925	\N	74	Drama	ES	\N	7.1
tt3591608	tvSpecial	The Improv: 50 Years Behind the Brick Wall	0	2013	\N	60	"Comedy,Documentary"	US	\N	7.1
tt0659213	tvEpisode	The Expatriate	0	1957	\N	25	Mystery	US	\N	\N
tt0068762	movie	Jeremiah Johnson	0	1972	\N	108	"Adventure,Drama,Western"	UA	\N	7.6
tt2820852	movie	Furious Seven	0	2015	\N	137	"Action,Adventure,Thriller"	NL	\N	7.2
tt0082247	movie	Death Hunt	0	1981	\N	97	"Action,Adventure,Crime"	MX	\N	7
tt2032572	movie	USS Indianapolis: Men of Courage	0	2016	\N	128	"Action,Drama,History"	CA	fr	5.2
tt1121931	movie	Crank: High Voltage	0	2009	\N	96	"Action,Crime,Thriller"	US	\N	6.2
tt0273719	movie	En kort en lang	0	2001	\N	98	"Comedy,Drama,Romance"	\N	\N	6
tt0079832	movie	Running	0	1979	\N	102	"Drama,Sport"	BR	\N	5.9
tt0096945	movie	Blind Fury	0	1989	\N	86	"Action,Comedy,Crime"	FI	\N	6.4
tt0098577	movie	Vampire's Kiss	0	1988	\N	103	"Comedy,Horror"	GR	\N	6
tt3623726	movie	Ricki and the Flash	0	2015	\N	101	"Comedy,Drama,Music"	EE	\N	5.9
tt0486822	movie	Disturbia	0	2007	\N	105	"Crime,Drama,Mystery"	\N	\N	6.8
tt1340107	movie	Hævnen	0	2010	\N	118	"Drama,Romance"	NO	\N	7.6
tt0124298	movie	Blast from the Past	0	1999	\N	112	"Comedy,Drama,Romance"	GR	\N	6.6
tt0759612	tvMovie	Longford	0	2006	\N	93	"Biography,Crime,Drama"	CA	fr	7.6
tt0454921	movie	The Pursuit of Happyness	0	2006	\N	117	"Biography,Drama"	IN	hi	8
tt0325537	movie	Head of State	0	2003	\N	95	Comedy	LT	\N	5.5
tt0047348	movie	Phantom of the Rue Morgue	0	1954	\N	83	"Crime,Horror,Mystery"	DK	\N	5.9
tt0061177	movie	"What's Up, Tiger Lily?"	0	1966	\N	80	"Adventure,Comedy,Crime"	SUHH	ru	5.9
tt0070238	movie	Jeremy	0	1973	\N	90	"Drama,Music,Romance"	FI	\N	6.9
tt0048535	movie	Rage at Dawn	0	1955	\N	87	"Action,Adventure,Crime"	PT	\N	6
tt2279864	tvMovie	Clear History	0	2013	\N	101	Comedy	IT	\N	6.5
tt0060635	movie	Long men kezhan	0	1967	\N	111	"Action,Adventure"	\N	\N	7.4
tt0036376	movie	Son of Dracula	0	1943	\N	80	"Fantasy,Horror"	DE	\N	6.1
tt0088967	movie	Crimewave	0	1985	\N	83	"Comedy,Crime,Horror"	GR	\N	5.7
tt0387541	tvMovie	Ring of the Nibelungs	0	2004	\N	184	"Action,Adventure,Drama"	GR	\N	6.7
tt8399068	short	Heima	0	2018	\N	\N	"Short,Thriller"	\N	\N	\N
tt1280011	movie	No Impact Man: The Documentary	0	2009	\N	93	Documentary	US	\N	6.7
tt2091240	video	Barbie: A Perfect Christmas	0	2011	\N	74	"Animation,Family"	FR	\N	5.6
tt0038180	movie	Topaz	0	1945	\N	48	"Documentary,History"	US	\N	6.4
tt1508205	tvEpisode	L'été meurtrier	0	2009	\N	\N	Documentary	\N	\N	\N
tt0042393	movie	Destination Moon	0	1950	\N	92	"Adventure,Drama,Sci-Fi"	XWG	\N	6.3
tt10947030	short	Learning to Ride	0	2020	\N	\N	"Drama,Short"	\N	\N	\N
tt0029235	movie	Le messager	0	1937	\N	98	Drama	MX	\N	6.2
tt0381466	movie	Oh Happy Day	0	2004	\N	92	"Comedy,Drama,Music"	AR	\N	5.6
tt1436560	movie	Lovers of Hate	0	2010	\N	93	"Comedy,Drama"	\N	\N	6.2
tt1595842	tvMovie	Fred: The Movie	0	2010	\N	81	"Adventure,Comedy,Family"	RU	\N	1.9
tt0110729	movie	Once Were Warriors	0	1994	\N	102	"Crime,Drama"	SI	\N	7.9
tt2434988	movie	"Mammu, es Tevi milu"	0	2013	\N	83	Drama	SE	\N	7.5
tt0404163	movie	Even Money	0	2006	\N	113	"Crime,Drama"	PT	\N	5.9
tt0367153	movie	Toolbox Murders	0	2004	\N	95	"Horror,Mystery,Thriller"	\N	\N	5.3
tt3890160	movie	Baby Driver	0	2017	\N	113	"Action,Crime,Drama"	IE	en	7.6
tt0066436	movie	Take a Girl Like You	0	1970	\N	101	"Comedy,Drama,Romance"	GB	\N	5.6
tt0044937	movie	My Cousin Rachel	0	1952	\N	98	"Drama,Mystery,Romance"	US	\N	7.1
tt1815717	movie	Gerontophilia	0	2013	\N	82	"Comedy,Romance"	CA	fr	6.3
tt2260052	movie	Tapia	0	2013	\N	82	"Documentary,Sport"	US	\N	7.9
tt1314622	tvEpisode	Magic Mike	0	2008	\N	22	Reality-TV	\N	\N	\N
tt0060293	movie	Deathwatch	0	1966	\N	88	Drama	ES	\N	6.8
tt0484039	movie	Glue	0	2006	\N	110	"Drama,Romance"	RU	\N	6.4
tt0462335	movie	High-Rise	0	2015	\N	119	Drama	UA	\N	5.6
tt0051754	movie	I Accuse!	0	1958	\N	99	"Biography,Drama,History"	IT	\N	7.2
tt0046267	movie	Single-Handed	0	1953	\N	83	"Action,Drama,Romance"	RO	\N	6.9
tt2275946	movie	Redirected	0	2014	\N	99	"Action,Comedy,Crime"	\N	\N	6.6
tt0120762	movie	Mulan	0	1998	\N	88	"Adventure,Animation,Family"	GB	\N	7.6
tt0071569	movie	The Golden Voyage of Sinbad	0	1973	\N	105	"Action,Adventure,Fantasy"	GR	\N	6.8
tt0079854	movie	Sauve qui peut (la vie)	0	1980	\N	87	Drama	PT	\N	6.8
tt1555806	short	Gayby	0	2010	\N	11	"Comedy,Short"	US	\N	6.7
tt0048481	movie	Pekka ja Pätkä puistotäteinä	0	1955	\N	64	Comedy	\N	\N	5.4
tt0091428	movie	Long zai jiang hu	0	1986	\N	87	Action	\N	\N	6.1
tt1098327	movie	Dragonball Evolution	0	2009	\N	85	"Action,Adventure,Fantasy"	AU	\N	2.5
tt0298845	movie	In America	0	2002	\N	105	Drama	IL	he	7.7
tt0053805	tvMovie	The Expendables	0	1962	\N	\N	\N	US	\N	8.4
tt1540814	movie	Casino Jack and the United States of Money	0	2010	\N	118	Documentary	AU	\N	7.1
tt0279185	tvMovie	Kursk	0	2000	\N	\N	Documentary	NO	\N	6.5
tt0092638	movie	Benji the Hunted	0	1987	\N	88	"Adventure,Family"	GR	\N	6.3
tt0190332	movie	Wo hu cang long	0	2000	\N	120	"Action,Adventure,Fantasy"	PE	\N	7.8
tt0208026	movie	C'era un cinese in coma	0	2000	\N	108	Comedy	XWW	en	5.7
tt0107333	movie	Knights	0	1993	\N	90	"Action,Adventure,Sci-Fi"	GR	\N	4.8
tt1134859	short	Your Friend the Rat	0	2007	\N	11	"Animation,Comedy,Family"	HU	\N	7.1
tt0960730	movie	Beautiful Darling	0	2010	\N	85	Documentary	\N	\N	7.3
tt0000308	short	The House That Jack Built	0	1900	\N	1	Short	\N	\N	5.6
tt0057546	movie	The Sword in the Stone	0	1963	\N	79	"Adventure,Animation,Comedy"	IR	fa	7.2
tt2018079	movie	Jappeloup	0	2013	\N	130	"Biography,Drama,Sport"	ES	\N	6.7
tt0044566	movie	Dreamboat	0	1952	\N	83	Comedy	AT	\N	6.8
tt1615918	movie	Alvin and the Chipmunks: Chipwrecked	0	2011	\N	87	"Adventure,Animation,Comedy"	CA	fr	4.3
tt0346932	tvEpisode	Eloise at the Plaza	0	2003	\N	89	"Action,Adventure,Comedy"	RU	\N	6.4
tt0223897	movie	Pay It Forward	0	2000	\N	123	Drama	AR	\N	7.2
tt0079858	movie	Scavenger Hunt	0	1979	\N	116	Comedy	US	\N	6
tt0191074	movie	New Best Friend	0	2002	\N	91	"Drama,Mystery,Thriller"	RU	\N	5.3
tt0082969	movie	Raggedy Man	0	1981	\N	94	Drama	PL	\N	6.8
tt0072959	movie	Exhibition	1	1975	\N	110	"Adult,Biography,Documentary"	ES	\N	5.8
tt0415054	short	Le hérisson	0	1998	\N	\N	"Adventure,Short"	FR	\N	8.3
tt3746820	tvSpecial	Eddie Izzard: Force Majeure Live	0	2013	\N	85	"Comedy,Documentary"	GB	\N	7.4
tt0052639	movie	Blue Denim	0	1959	\N	89	"Drama,Romance"	DK	\N	6.6
tt0029949	movie	Brother Rat	0	1938	\N	89	"Action,Comedy,Drama"	PT	\N	6.1
tt0163811	movie	The Road	0	1998	\N	90	Documentary	US	\N	\N
tt0415443	tvSeries	Persona non grata	0	2003	\N	30	Talk-Show	FI	\N	5.1
tt0093524	movie	Mer om oss barn i Bullerbyn	0	1987	\N	85	Family	US	\N	6.7
tt0492956	movie	The Game Plan	0	2007	\N	110	"Comedy,Family,Sport"	PT	\N	6.1
tt0101465	movie	Black Robe	0	1991	\N	101	"Drama,History,War"	\N	\N	7.1
tt0026274	movie	Devdas	0	1936	\N	139	"Drama,Romance"	IN	\N	6.4
tt0457350	tvMovie	Four Minutes	0	2005	\N	\N	"Biography,Drama,History"	TR	tr	6.8
tt0282171	video	Slap Shot 2: Breaking the Ice	0	2002	\N	96	"Comedy,Sport"	BR	\N	4.4
tt0042397	movie	Dial 1119	0	1950	\N	75	"Film-Noir,Thriller"	BE	qbn	6.7
tt0132905	movie	El coronel no tiene quien le escriba	0	1999	\N	118	Drama	RU	\N	6.6
tt0015768	movie	Du skal ære din hustru	0	1925	\N	111	Drama	\N	\N	7.1
tt0051605	movie	The Fearmakers	0	1958	\N	85	"Crime,Drama,Film-Noir"	ES	\N	6.1
tt1328909	movie	Cummings Farm	0	2009	\N	98	Comedy	FI	\N	3.5
tt0029511	movie	San Quentin	0	1937	\N	70	"Crime,Drama,Film-Noir"	BE	fr	6.6
tt0117608	movie	Sgt. Bilko	0	1996	\N	93	Comedy	FI	\N	5.9
tt0120169	movie	Soul Food	0	1997	\N	115	"Comedy,Drama"	HU	\N	7
tt0021015	movie	Juno and the Paycock	0	1930	\N	85	"Comedy,Drama"	BG	bg	4.8
tt0062708	movie	Bandolero!	0	1968	\N	106	"Action,Crime,Drama"	BG	bg	6.6
tt0178022	movie	Siam Sunset	0	1999	\N	91	"Adventure,Comedy,Romance"	GR	\N	6.4
tt0063970	movie	100 Rifles	0	1969	\N	110	"Adventure,Romance,War"	CA	fr	6
tt2087878	movie	Minecraft: The Story of Mojang	0	2012	\N	98	Documentary	RU	\N	7.2
tt0298911	movie	Hop	0	2002	\N	106	"Comedy,Drama"	BE	\N	6.9
tt0071550	movie	La gifle	0	1974	\N	104	"Comedy,Drama,Romance"	XWW	en	6.3
tt0044324	movie	Above and Beyond	0	1952	\N	122	"Action,Biography,Drama"	SUHH	ru	6.9
tt0384814	movie	Ask the Dust	0	2006	\N	117	"Drama,Romance"	PT	\N	5.8
tt0011832	movie	Voices	0	1920	\N	\N	Drama	US	\N	\N
tt0278488	movie	How High	0	2001	\N	93	"Comedy,Fantasy"	HU	\N	6.3
tt0102034	movie	Highlander II: The Quickening	0	1991	\N	91	"Action,Adventure,Fantasy"	US	\N	4.3
tt0861763	short	Camino	0	2006	\N	30	"Documentary,Short"	MX	\N	\N
tt0090490	tvMiniSeries	"North and South, Book II"	0	1986	1986	570	"Drama,History,Romance"	BG	bg	8.1
tt0067500	movie	La noche del terror ciego	0	1972	\N	101	Horror	CA	en	6.2
tt0854678	movie	Taxi to the Dark Side	0	2007	\N	106	"Crime,Documentary,News"	ES	ca	7.5
tt0086877	movie	Alphabet City	0	1984	\N	85	"Crime,Drama,Thriller"	\N	\N	4.9
tt0015863	movie	Go West	0	1925	\N	69	"Comedy,Western"	SE	\N	7.2
tt0369610	movie	Jurassic World	0	2015	\N	124	"Action,Adventure,Sci-Fi"	IT	\N	7
tt0330373	movie	Harry Potter and the Goblet of Fire	0	2005	\N	157	"Adventure,Family,Fantasy"	NL	\N	7.7
tt2131674	movie	50 Children: The Rescue Mission of Mr. And Mrs. Kraus	0	2013	\N	62	Documentary	\N	\N	7.8
tt0375073	tvMovie	Slasher	0	2004	\N	85	Documentary	US	\N	7
tt0110612	movie	My Father the Hero	0	1994	\N	90	"Comedy,Romance"	PT	\N	5.5
tt0009309	movie	Little Women	0	1918	\N	60	"Drama,Family,Romance"	\N	\N	6.5
tt0033953	short	Night Shift	0	1942	\N	14	"Documentary,Short"	GB	\N	7
tt0304141	movie	Harry Potter and the Prisoner of Azkaban	0	2004	\N	142	"Adventure,Family,Fantasy"	DE	\N	7.9
tt0055663	tvSeries	Empire	0	1962	1964	60	"Drama,Western"	\N	\N	8.4
tt0507036	tvEpisode	Holy Wars	0	1981	\N	\N	Comedy	\N	\N	\N
tt1064737	video	Dieta mediterránea	1	2006	\N	105	Adult	ES	\N	\N
tt0975673	tvSpecial	George Lopez: America's Mexican	0	2007	\N	65	"Comedy,Documentary"	\N	\N	6.4
tt0154129	tvShort	Cartoon All-Stars to the Rescue	0	1990	\N	30	"Animation,Comedy,Drama"	UA	\N	5.8
tt0065481	movie	Bloody Mama	0	1970	\N	90	"Crime,Drama"	HU	\N	5.7
tt0067921	movie	Valdez Is Coming	0	1971	\N	90	Western	FI	\N	6.8
tt1208728	movie	Skavabölen pojat	0	2009	\N	123	Drama	\N	\N	6.6
tt0107899	video	Puppet Master 4	0	1993	\N	79	"Fantasy,Horror,Sci-Fi"	US	\N	5.3
tt0081180	tvMovie	More Wild Wild West	0	1980	\N	94	"Action,Adventure,Comedy"	RO	\N	6.5
tt0071385	movie	Daisy Miller	0	1974	\N	91	"Comedy,Drama,Romance"	ES	\N	6.1
tt0190838	videoGame	Tomb Raider	0	1996	\N	\N	"Action,Adventure,Family"	\N	\N	8
tt0034458	movie	Andy Hardy's Double Life	0	1942	\N	92	"Comedy,Family,Romance"	US	\N	6.6
tt1942787	tvMovie	3 Holiday Tails	0	2011	\N	88	"Comedy,Family,Romance"	DE	\N	5.8
tt0419401	short	2	0	1998	\N	5	"Animation,Short"	ES	\N	\N
tt0286162	movie	Stolen Summer	0	2002	\N	91	Drama	RU	\N	6.5
tt10498072	short	Plastic Bag	0	2019	\N	\N	"Comedy,Short"	\N	\N	\N
tt0094625	movie	Akira	0	1988	\N	124	"Action,Animation,Drama"	PL	\N	8.1
tt2099556	movie	Antiviral	0	2012	\N	108	"Horror,Sci-Fi,Thriller"	EE	\N	5.7
tt0024956	movie	Carolina	0	1934	\N	85	"Comedy,Romance"	BR	\N	6.8
tt0131857	movie	BASEketball	0	1998	\N	103	"Comedy,Sport"	PT	\N	6.5
tt0072156	movie	Shriek of the Mutilated	0	1974	\N	86	Horror	\N	\N	3.6
tt0015238	movie	Poison	0	1924	\N	\N	"Crime,Drama"	US	\N	\N
tt0107214	movie	Indien	0	1993	\N	90	"Comedy,Drama"	RU	\N	8
tt0201922	movie	Shin Zatôichi monogatari: Oreta tsue	0	1972	\N	95	"Action,Adventure,Drama"	\N	\N	7
tt0100460	movie	Rapid Fire	0	1989	\N	84	"Action,Adventure"	BR	\N	4.3
tt2633014	movie	We Cause Scenes	0	2013	\N	86	"Comedy,Documentary"	US	\N	7.1
tt0095776	movie	Oliver & Company	0	1988	\N	74	"Adventure,Animation,Comedy"	GR	\N	6.7
tt0056552	movie	Tales of Terror	0	1962	\N	89	"Comedy,Horror,Mystery"	SUHH	ru	6.9
tt0377390	short	Arnulf Rainer	0	1960	\N	7	Short	\N	\N	4.3
tt1024856	movie	Negatibu happî chênsô ejji	0	2007	\N	109	"Comedy,Horror"	JP	\N	5.7
